Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-08-10,2026-08-03,brandwide,Branded,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks,Videos",,,Commercial,Commercial,39,70,-22%,154,46
2026-08-10,2026-08-03,"franchise software","Close Variants",1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,,Commercial,Commercial,34,140,-71%,1462,2
2026-08-10,2026-08-03,"franchisee management software","Close Variants",1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,Commercial,Commercial,30,10,0%,192,0
2026-08-10,2026-08-03,"franchising software","Close Variants",1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,,Commercial,Commercial,32,140,-71%,251,0
2026-08-10,2026-08-03,"software for franchise management",-,1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,Commercial,Commercial,27,260,-56%,446,0
2026-08-10,2026-08-03,"franchise management app",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,10,0%,268,0
2026-08-10,2026-08-03,"software franchise","Close Variants",1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,,Commercial,Commercial,30,140,-71%,102,0
2026-08-10,2026-08-03,"software franchises","Close Variants",1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,,Commercial,Commercial,23,140,-71%,50,0
2026-08-10,2026-08-03,"what is franchise management",-,1,1,https://meetbrandwide.com/blog/what-is-franchise-management/,2,-,-,-,"not set",1,1,0,"Organic,AI Overviews,People also ask,Videos",,,Informational,"Commercial,Informational",25,10,0%,27,0
2026-08-10,2026-08-03,"ai-powered franchise management software",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,11,0
2026-08-10,2026-08-03,"ai powered franchise management software",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,10,0
2026-08-10,2026-08-03,"brandwide ai",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Navigational,Navigational,,-,-,27,0
2026-08-10,2026-08-03,"brandwide ria",-,1,0,https://meetbrandwide.com/blog/meet-ria-ai-franchise-sales-assistant/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,31,0
2026-08-10,2026-08-03,"franchisor software",-,2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,28,10,0%,199,0
2026-08-10,2026-08-03,"ai franchise management software",-,2,1,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,,-,-,10,0
2026-08-10,2026-08-03,"franchise management software","Close Variants",3,0,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,38,260,-56%,1648,6
2026-08-10,2026-08-03,"franchise lead management software","Close Variants",3,0,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,27,10,-86%,75,0
2026-08-10,2026-08-03,"franchisor management software","Close Variants",3,0,https://meetbrandwide.com/,3,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,260,-56%,194,0
