Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-06-29,2026-06-22,"crm franchise","Close Variants",1,48,https://meetbrandwide.com/,49,2,https://meetbrandwide.com/,-,"not set",1,1,4,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,"Commercial,Informational","Commercial,Informational",24,110,-66%,210,0
2026-06-29,2026-06-22,brandwide,Branded,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Single image thumbnails,Reviews,Knowledge panel,Sitelinks,Images,Videos",,,Commercial,Commercial,39,70,-22%,154,46
2026-06-29,2026-06-22,"best franchise management software",-,1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,Commercial,Commercial,38,20,0%,485,0
2026-06-29,2026-06-22,"franchisee management software","Close Variants",1,42,https://meetbrandwide.com/,43,2,https://meetbrandwide.com/,-,"not set",1,1,4,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,Commercial,Commercial,30,10,0%,192,0
2026-06-29,2026-06-22,"software for franchise management",-,1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,Commercial,Commercial,27,260,-56%,446,0
2026-06-29,2026-06-22,"franchise crm","Close Variants",1,10,https://meetbrandwide.com/,11,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,https://meetbrandwide.com/,"Commercial,Informational","Commercial,Informational",27,110,-66%,628,0
2026-06-29,2026-06-22,"franchise management app",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,10,0%,268,0
2026-06-29,2026-06-22,"crm for franchises","Close Variants",1,20,https://meetbrandwide.com/,21,2,https://meetbrandwide.com/,-,"not set",1,1,1,"Organic,AI Overviews,Reviews,Videos",,https://meetbrandwide.com/,"Commercial,Informational","Commercial,Informational",27,110,-66%,283,0
2026-06-29,2026-06-22,"franchisor software",-,2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,28,10,0%,199,0
2026-06-29,2026-06-22,"franchise management software","Close Variants",2,0,https://meetbrandwide.com/,2,-,-,-,"not set",1,1,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,38,260,-56%,1648,6
2026-06-29,2026-06-22,"franchisor management software","Close Variants",2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,260,-56%,194,0
2026-06-29,2026-06-22,"franchise management solutions","Close Variants",2,1,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,10,0%,116,0
2026-06-29,2026-06-22,"franchising software","Close Variants",3,-2,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,140,-71%,251,0
2026-06-29,2026-06-22,"franchise management systems","Close Variants",3,1,https://meetbrandwide.com/,4,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,28,50,-64%,156,0
2026-06-29,2026-06-22,"franchise management company","Close Variants",4,1,https://meetbrandwide.com/blog/what-is-franchise-management/,5,-,-,-,"not set",3,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,"Informational,Navigational","Informational,Navigational",30,30,-25%,50,0
2026-06-29,2026-06-22,"franchise royalty management",-,4,1,https://meetbrandwide.com/blog/how-franchise-directors-can-streamline-revenue-with-royalty-management-software/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,"Commercial,Informational",26,10,0%,134,0
2026-06-29,2026-06-22,"franchise management system","Close Variants",5,0,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,"Commercial,Informational",Commercial,29,50,-64%,887,2
2026-06-29,2026-06-22,"franchise software systems",-,5,2,https://meetbrandwide.com/,7,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,-50%,494,0
2026-06-29,2026-06-22,"franchise lead management software","Close Variants",5,1,https://meetbrandwide.com/,6,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,27,10,-86%,75,0
2026-06-29,2026-06-22,"franchise management","Close Variants",5,-2,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,People also ask,Videos",,,Navigational,Navigational,33,170,-47%,693,0
