Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-09-21,2026-08-24,"crm franchise","Close Variants",1,17,https://meetbrandwide.com/franchise-crm/,18,4,https://meetbrandwide.com/franchise-crm/,-,"not set",1,1,1,"Organic,AI Overviews,Reviews,People also ask,Ads Bottom,Videos",,https://meetbrandwide.com/franchise-crm/,"Commercial,Informational","Commercial,Informational",24,110,-66%,210,0
2026-09-21,2026-08-24,brandwide,Branded,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks,Videos",,,Commercial,Commercial,39,70,-22%,154,46
2026-09-21,2026-08-24,"franchise management system","Close Variants",1,3,https://meetbrandwide.com/,4,3,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Ads Bottom,Videos",,https://meetbrandwide.com/,"Commercial,Informational",Commercial,29,50,-64%,887,2
2026-09-21,2026-08-24,"management franchise","Close Variants",1,13,https://meetbrandwide.com/blog/what-is-franchise-management/,14,11,-,-,"not set",1,1,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/blog/what-is-franchise-management/;https://meetbrandwide.com/what-is-franchise-management-software/,Informational,"Commercial,Informational",34,170,-47%,70,0
2026-09-21,2026-08-24,"franchise software","Close Variants",1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,People also ask",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,34,140,-71%,1462,2
2026-09-21,2026-08-24,"best franchise management software",-,1,0,https://meetbrandwide.com/franchise-management-software/,1,15,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/franchise-management-software/,https://meetbrandwide.com/franchise-management-software/,Commercial,Commercial,38,20,0%,485,0
2026-09-21,2026-08-24,"franchisee management software","Close Variants",1,0,https://meetbrandwide.com/,1,1,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,30,10,0%,192,0
2026-09-21,2026-08-24,"franchising software","Close Variants",1,0,https://meetbrandwide.com/,1,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,32,140,-71%,251,0
2026-09-21,2026-08-24,"software for franchise management",-,1,0,https://meetbrandwide.com/,1,1,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,27,260,-56%,446,0
2026-09-21,2026-08-24,"franchise management app",-,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,0%,268,0
2026-09-21,2026-08-24,"franchise operations software",-,1,22,https://meetbrandwide.com/,23,-,-,-,"not set",1,1,2,"Organic,AI Overviews,People also ask",,,Commercial,Commercial,26,10,0%,667,0
2026-09-21,2026-08-24,"franchisee management system",-,1,0,https://meetbrandwide.com/,1,1,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,People also ask",https://meetbrandwide.com/,https://meetbrandwide.com/,"Informational,Commercial",Commercial,28,10,0%,245,0
2026-09-21,2026-08-24,"franchise management systems","Close Variants",1,4,https://meetbrandwide.com/,5,1,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,"Commercial,Informational",Commercial,28,50,-64%,156,0
2026-09-21,2026-08-24,"management of franchise","Close Variants",1,0,https://meetbrandwide.com/blog/what-is-franchise-management/,1,11,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/blog/what-is-franchise-management/;https://meetbrandwide.com/what-is-franchise-management-software/,"Informational,Commercial","Informational,Commercial",21,170,-47%,23,0
