Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-06-08,2026-06-01,brandwide,Branded,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Single image thumbnails,Reviews,Knowledge panel,Sitelinks,Images,Videos",,,Commercial,Commercial,39,70,-22%,154,46
2026-06-08,2026-06-01,"what is franchise management",-,1,0,https://meetbrandwide.com/blog/what-is-franchise-management/,1,3,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/blog/what-is-franchise-management/,Informational,"Commercial,Informational",25,10,0%,27,0
2026-06-08,2026-06-01,"franchisor software",-,2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,Reviews,Videos",,,Commercial,Commercial,28,10,0%,199,0
2026-06-08,2026-06-01,"franchise management software","Close Variants",2,0,https://meetbrandwide.com/,2,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,Reviews,People also ask,Videos",,,Commercial,Commercial,38,260,-56%,1648,6
2026-06-08,2026-06-01,"franchise management app",-,2,-1,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,0%,268,0
2026-06-08,2026-06-01,"franchisor management software","Close Variants",2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,Reviews,Videos",,,Commercial,Commercial,29,260,-56%,194,0
2026-06-08,2026-06-01,"franchising software","Close Variants",3,-2,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,140,-71%,251,0
2026-06-08,2026-06-01,"franchise lead management software","Close Variants",3,3,https://meetbrandwide.com/,6,-,-,-,"not set",1,1,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,27,10,-86%,75,0
2026-06-08,2026-06-01,"franchise management systems","Close Variants",3,2,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,28,50,-64%,156,0
2026-06-08,2026-06-01,"franchise royalty management",-,3,0,https://meetbrandwide.com/blog/how-franchise-directors-can-streamline-revenue-with-royalty-management-software/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,"Commercial,Informational",26,10,0%,134,0
2026-06-08,2026-06-01,"franchise management company","Close Variants",4,-1,https://meetbrandwide.com/blog/what-is-franchise-management/,3,-,-,-,"not set",3,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,"Informational,Navigational","Informational,Navigational",30,30,-25%,50,0
2026-06-08,2026-06-01,"franchise management solution","Close Variants",4,1,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,30,10,0%,285,0
2026-06-08,2026-06-01,"franchise software systems",-,6,-1,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,-50%,494,0
2026-06-08,2026-06-01,"franchise management solutions","Close Variants",6,3,https://meetbrandwide.com/,9,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,32,10,0%,116,0
2026-06-08,2026-06-01,"franchise management","Close Variants",6,0,https://meetbrandwide.com/,6,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Navigational,Navigational,33,170,-47%,693,0
2026-06-08,2026-06-01,"best franchise management software",-,7,0,https://meetbrandwide.com/,7,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,38,20,0%,485,0
2026-06-08,2026-06-01,"franchise solution",-,7,0,https://meetbrandwide.com/blog/franchise-solutions-can-take-five-steps-for-the-further-betterment/,7,-,-,-,"not set",1,1,0,"Organic,Reviews,People also ask,Videos",,,Navigational,Navigational,28,50,-29%,180,0
2026-06-08,2026-06-01,"franchise soft",-,7,0,https://meetbrandwide.com/,7,-,-,-,"not set",6,1,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks,Images,Videos",,,Navigational,Navigational,32,110,0%,63,0
2026-06-08,2026-06-01,"franchise management system","Close Variants",8,-3,https://meetbrandwide.com/,5,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,"Commercial,Informational",Commercial,29,50,-64%,887,2
2026-06-08,2026-06-01,"franchise software","Close Variants",8,-7,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Images,Videos",,,Commercial,Commercial,34,140,-71%,1462,2
2026-06-08,2026-06-01,"restaurant franchise management software",-,9,2,https://meetbrandwide.com/blog/best-franchise-management-software/,11,-,-,-,"not set",3,1,1,"Organic,Reviews,Videos",,,Commercial,Commercial,33,10,0%,733,0
2026-06-08,2026-06-01,"franchise operations software",-,10,44,https://meetbrandwide.com/,54,-,-,-,"not set",1,1,5,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,10,0%,667,0
2026-06-08,2026-06-01,"management of franchise","Close Variants",10,17,https://meetbrandwide.com/blog/what-is-franchise-management/,27,-,-,-,"not set",1,1,2,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Commercial","Informational,Commercial",21,170,-47%,23,0
2026-06-08,2026-06-01,"software for franchise management",-,11,3,https://meetbrandwide.com/,14,-,-,-,"not set",1,1,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,27,260,-56%,446,0
2026-06-08,2026-06-01,"franchise onboarding process",-,11,"+ 11",https://meetbrandwide.com/franchise-onboarding-system/,,-,-,-,"not set",10,2,"+ 2","Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,Informational,Commercial,27,20,-82%,81,0
2026-06-08,2026-06-01,"franchise royalty collection",-,12,2,https://meetbrandwide.com/blog/how-franchise-directors-can-streamline-revenue-with-royalty-management-software/,14,-,-,-,"not set",8,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,24,10,0%,31,0
2026-06-08,2026-06-01,"franchise crm software",-,13,-12,https://meetbrandwide.com/blog/which-is-the-best-franchise-crm-for-your-business-in-usa/,1,-,-,-,"not set",1,2,-1,"Organic,Discussions & Forums,Reviews,Videos",,,Commercial,Commercial,25,50,-71%,576,0
2026-06-08,2026-06-01,"crm franchise","Close Variants",14,-2,https://meetbrandwide.com/,12,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,Videos",,,"Commercial,Informational","Commercial,Informational",24,110,-66%,210,0
2026-06-08,2026-06-01,"franchise management services",-,14,1,https://meetbrandwide.com/blog/what-is-franchise-management/,15,-,-,-,"not set",11,2,0,"Organic,Reviews,Knowledge panel,People also ask,Videos",,,Commercial,Commercial,30,170,-19%,149,0
2026-06-08,2026-06-01,"managing franchisees","Close Variants",16,0,https://meetbrandwide.com/blog/what-is-franchise-management/,16,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,Informational,Informational,19,170,-47%,22,0
2026-06-08,2026-06-01,"franchisee management software","Close Variants",16,6,https://meetbrandwide.com/,22,-,-,-,"not set",1,2,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,30,10,0%,192,0
2026-06-08,2026-06-01,"franchisee management system",-,17,-3,https://meetbrandwide.com/,14,-,-,-,"not set",1,2,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Commercial",Commercial,28,10,0%,245,0
2026-06-08,2026-06-01,"franchise sales crm",-,17,1,https://meetbrandwide.com/,18,-,-,-,"not set",5,2,0,"Organic,Reviews,Videos",,,Navigational,Navigational,22,20,-71%,181,0
