Date,"Previous Date",Keyword,Labels,Position,"Position Change",URL,"Prev. Position","Citation Rank","Top AIO Source","Set Target URL","Target URL Status","Best Position",Page,"Page Change","SERP Features","AI Brand Mentions",Citations,"Search Intent","Previous Search Intent","Keyword Difficulty","Search Volume","Search Volume YoY change",Impressions,Clicks
2026-06-15,2026-06-08,brandwide,Branded,1,0,https://meetbrandwide.com/,1,-,-,-,"not set",1,1,0,"Organic,Single image thumbnails,Reviews,Knowledge panel,Sitelinks,Images,Videos",,,Commercial,Commercial,39,70,-22%,154,46
2026-06-15,2026-06-08,"franchise management system","Close Variants",1,7,https://meetbrandwide.com/,8,3,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,https://meetbrandwide.com/,"Commercial,Informational",Commercial,29,50,-64%,887,2
2026-06-15,2026-06-08,"franchisee management software","Close Variants",1,15,https://meetbrandwide.com/,16,2,https://meetbrandwide.com/,-,"not set",1,1,1,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,30,10,0%,192,0
2026-06-15,2026-06-08,"software for franchise management",-,1,10,https://meetbrandwide.com/,11,2,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",https://meetbrandwide.com/,https://meetbrandwide.com/,Commercial,Commercial,27,260,-56%,446,0
2026-06-15,2026-06-08,"franchise management app",-,1,1,https://meetbrandwide.com/,2,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,10,0%,268,0
2026-06-15,2026-06-08,"franchisee management system",-,1,16,https://meetbrandwide.com/,17,3,https://meetbrandwide.com/,-,"not set",1,1,1,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,"Informational,Commercial",Commercial,28,10,0%,245,0
2026-06-15,2026-06-08,"franchise management systems","Close Variants",1,2,https://meetbrandwide.com/,3,3,https://meetbrandwide.com/,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,https://meetbrandwide.com/,"Commercial,Informational",Commercial,28,50,-64%,156,0
2026-06-15,2026-06-08,"franchisor software",-,2,0,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,28,10,0%,199,0
2026-06-15,2026-06-08,"franchise management software","Close Variants",2,0,https://meetbrandwide.com/,2,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,Reviews,People also ask,Videos",,,Commercial,Commercial,38,260,-56%,1648,6
2026-06-15,2026-06-08,"franchisor management software","Close Variants",3,-1,https://meetbrandwide.com/,2,-,-,-,"not set",2,1,0,"Organic,Reviews,People also ask,Videos",,,Commercial,Commercial,29,260,-56%,194,0
2026-06-15,2026-06-08,"franchise management solutions","Close Variants",3,3,https://meetbrandwide.com/,6,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,10,0%,116,0
2026-06-15,2026-06-08,"franchising software","Close Variants",4,-1,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,32,140,-71%,251,0
2026-06-15,2026-06-08,"franchise lead management software","Close Variants",4,-1,https://meetbrandwide.com/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,27,10,-86%,75,0
2026-06-15,2026-06-08,"franchise royalty management",-,4,-1,https://meetbrandwide.com/franchise-royalty-management/,3,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,"Commercial,Informational",26,10,0%,134,0
2026-06-15,2026-06-08,"franchise management company","Close Variants",5,-1,https://meetbrandwide.com/blog/what-is-franchise-management/,4,-,-,-,"not set",3,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Navigational","Informational,Navigational",30,30,-25%,50,0
2026-06-15,2026-06-08,"franchise software systems",-,6,0,https://meetbrandwide.com/,6,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,29,10,-50%,494,0
2026-06-15,2026-06-08,"best franchise management software",-,6,1,https://meetbrandwide.com/,7,-,-,-,"not set",1,1,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,38,20,0%,485,0
2026-06-15,2026-06-08,"franchise solution",-,7,0,https://meetbrandwide.com/blog/franchise-solutions-can-take-five-steps-for-the-further-betterment/,7,-,-,-,"not set",1,1,0,"Organic,Reviews,People also ask,Videos",,,Navigational,Navigational,28,50,-29%,180,0
2026-06-15,2026-06-08,"franchise soft",-,7,0,https://meetbrandwide.com/,7,-,-,-,"not set",6,1,0,"Organic,Reviews,Knowledge panel,People also ask,Sitelinks,Images,Videos",,,Navigational,Navigational,32,110,0%,63,0
2026-06-15,2026-06-08,"franchise operations software",-,10,0,https://meetbrandwide.com/,10,-,-,-,"not set",1,1,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,10,0%,667,0
2026-06-15,2026-06-08,"franchise crm","Close Variants",11,41,https://meetbrandwide.com/,52,-,-,-,"not set",1,1,5,"Organic,AI Overviews,Reviews,Videos",,,"Commercial,Informational","Commercial,Informational",27,110,-66%,628,0
2026-06-15,2026-06-08,"restaurant franchise management software",-,12,-3,https://meetbrandwide.com/blog/best-franchise-management-software/,9,-,-,-,"not set",3,2,-1,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,33,10,0%,733,0
2026-06-15,2026-06-08,"franchise business intelligence software",-,12,28,https://meetbrandwide.com/blog/the-ultimate-guide-to-why-your-franchisee-business-needs-a-franchise-analytics-software/,40,-,-,-,"not set",5,2,2,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,29,10,-,90,0
2026-06-15,2026-06-08,"franchise marketing software",-,13,6,https://meetbrandwide.com/,19,-,-,-,"not set",3,2,0,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,28,90,-72%,654,0
2026-06-15,2026-06-08,"what is franchise management",-,13,-12,https://meetbrandwide.com/blog/what-is-franchise-management/,1,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Informational,"Commercial,Informational",25,10,0%,27,0
2026-06-15,2026-06-08,"franchise software","Close Variants",14,-6,https://meetbrandwide.com/,8,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,Commercial,Commercial,34,140,-71%,1462,2
2026-06-15,2026-06-08,"franchise onboarding process",-,14,-3,https://meetbrandwide.com/franchise-onboarding-system/,11,-,-,-,"not set",10,2,0,"Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,Informational,Commercial,27,20,-82%,81,0
2026-06-15,2026-06-08,"franchise management solution","Close Variants",14,-10,https://meetbrandwide.com/,4,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,30,10,0%,285,0
2026-06-15,2026-06-08,"crm franchise","Close Variants",15,-1,https://meetbrandwide.com/,14,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational","Commercial,Informational",24,110,-66%,210,0
2026-06-15,2026-06-08,"franchise management companies","Close Variants",15,"+ 15",https://meetbrandwide.com/blog/best-franchise-management-solution-provider-in-usa/,,-,-,-,"not set",8,2,"+ 2","Organic,AI Overviews,Reviews,People also ask,Videos,Local pack",,,Commercial,Commercial,28,30,-25%,19,0
2026-06-15,2026-06-08,"franchise reporting software",-,15,2,https://meetbrandwide.com/blog/category/franchise-reporting-software/,17,-,-,-,"not set",10,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,28,10,-91%,370,0
2026-06-15,2026-06-08,"franchise sales crm",-,16,1,https://meetbrandwide.com/,17,-,-,-,"not set",5,2,0,"Organic,Videos",,,Navigational,Navigational,22,20,-71%,181,0
2026-06-15,2026-06-08,"franchise crm software",-,17,-4,https://meetbrandwide.com/,13,-,-,-,"not set",1,2,0,"Organic,Discussions & Forums,AI Overviews,Reviews,Videos",,,Commercial,Commercial,25,50,-71%,576,0
2026-06-15,2026-06-08,"franchise management services",-,17,-3,https://meetbrandwide.com/blog/what-is-franchise-management/,14,-,-,-,"not set",11,2,0,"Organic,Reviews,Knowledge panel,People also ask,Videos",,,Commercial,Commercial,30,170,-19%,149,0
2026-06-15,2026-06-08,"franchise royalty collection",-,17,-5,https://meetbrandwide.com/blog/how-franchise-directors-can-streamline-revenue-with-royalty-management-software/,12,-,-,-,"not set",8,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational",Commercial,24,10,0%,31,0
2026-06-15,2026-06-08,"management of franchise","Close Variants",18,-8,https://meetbrandwide.com/blog/what-is-franchise-management/,10,-,-,-,"not set",1,2,-1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Informational,Commercial","Informational,Commercial",21,170,-47%,23,0
2026-06-15,2026-06-08,"software franchise","Close Variants",19,0,https://meetbrandwide.com/blog/how-franchise-software-can-help-you-in-franchise-development/,19,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,30,140,-71%,102,0
2026-06-15,2026-06-08,"tools for franchises",-,19,-1,https://meetbrandwide.com/blog/5-tools-every-franchise-software-needs/,18,-,-,-,"not set",5,2,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,26,-,-,195,0
2026-06-15,2026-06-08,"managing franchisees","Close Variants",21,-5,https://meetbrandwide.com/blog/what-is-franchise-management/,16,-,-,-,"not set",1,2,0,"Organic,AI Overviews,People also ask,Images,Videos",,,Informational,Informational,19,170,-47%,22,0
2026-06-15,2026-06-08,"franchise development software",-,21,-1,https://meetbrandwide.com/,20,-,-,-,"not set",4,2,0,"Organic,Discussions & Forums,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,25,10,0%,160,0
2026-06-15,2026-06-08,"franchise business software","Close Variants",21,2,https://meetbrandwide.com/,23,-,-,-,"not set",1,2,1,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,27,10,-,289,0
2026-06-15,2026-06-08,"soffront corporation",-,21,0,https://meetbrandwide.com/about/,21,-,-,-,"not set",11,3,0,"Organic,Reviews,Knowledge panel,Sitelinks,Videos",,,Navigational,Navigational,42,10,-50%,23,0
2026-06-15,2026-06-08,"franchise platform",-,22,"+ 22",https://meetbrandwide.com/,,-,-,-,"not set",1,3,"+ 3","Organic,AI Overviews,Reviews,People also ask,Images,Videos",,,Commercial,Commercial,29,10,0%,164,0
2026-06-15,2026-06-08,"crm for franchises","Close Variants",22,-1,https://meetbrandwide.com/,21,-,-,-,"not set",1,2,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,"Commercial,Informational","Commercial,Informational",27,110,-66%,283,0
2026-06-15,2026-06-08,"franchise management","Close Variants",22,-16,https://meetbrandwide.com/blog/what-is-franchise-management/,6,-,-,-,"not set",1,3,-2,"Organic,AI Overviews,People also ask,Videos",,,Navigational,Navigational,33,170,-47%,693,0
2026-06-15,2026-06-08,"homecare franchise management software",-,23,0,https://meetbrandwide.com/,23,-,-,-,"not set",15,3,0,"Organic,AI Overviews,Reviews,People also ask,Videos",,,Commercial,Commercial,20,10,0%,62,0
2026-06-15,2026-06-08,"franchise review management",-,25,"+ 25",https://meetbrandwide.com/blog/how-to-improve-brand-reputation-using-franchise-management-system/,,-,-,-,"not set",21,3,"+ 3","Organic,AI Overviews,Reviews,Videos",,,Commercial,Commercial,24,70,-50%,168,0
